county,account_id,owner_name,mailing_address,parcel_address,city,zip,assessed_value,use_code,prop_type
Tarrant,1248979,TSEUNG NORA,"707 INDIAN SPRINGS TR, KENNEDALE TX, 76060",1832 E ABRAM ST,ARLINGTON,,180600,F1,Commercial
Tarrant,1254839,TEXAS STATE OF,"2501 SW LOOP 820, FORT WORTH TX, 76133",0  VALERA ST,FORT WORTH,,100,C1C,Commercial
Tarrant,1255452,CETHRON FORT WORTH LLC,"6302 FEDERAL BLVD, SAN DIEGO CA, 92114",6608  SOUTH FWY,FORT WORTH,,5273950,BC,Commercial
Tarrant,1255460,CETHRON FORT WORTH LLC,"6302 FEDERAL BLVD, SAN DIEGO CA, 92114",6608  SOUTH FWY,FORT WORTH,,5476050,BC,Commercial
Tarrant,1260995,ARLINGTON INDEPENDENT SCHOOL DISTRICT,"690 E LAMAR BLVD, ARLINGTON TX, 76011",2900  BARRINGTON PL,ARLINGTON,,12064512,F1,Commercial
Tarrant,1261975,MSK HOLDING CORP,"6310 SAN VICENTE BLVD SUITE 250, LOS ANGELES CA, 90048",2710 S COLLINS ST,ARLINGTON,,700000,F1,Commercial
Tarrant,1261983,SPCP COLLINS STREET OWNER LLC,"5910 N CENTRAL EXPWY SUITE 980, DALLAS TX, 75206",2910 S COLLINS ST,ARLINGTON,,14311080,BC,Commercial
Tarrant,1261991,SPCP COLLINS STREET OWNER LLC,"5910 N CENTRAL EXPWY SUITE 980, DALLAS TX, 75206",2910 S COLLINS ST,ARLINGTON,,10888920,BC,Commercial
Tarrant,1264370,ARLINGTON INDEPENDENT SCHOOL DISTRICT,"690 E LAMAR BLVD, ARLINGTON TX, 76011",401 E MAYFIELD RD,ARLINGTON,,15581313,F1,Commercial
Tarrant,1269224,TARRANT COUNTY WATER DISTRICT,"800 E NORTHSIDE DR, FORT WORTH TX, 76102",0 N RAYNER ST,FORT WORTH,,6730,C1C,Commercial
Tarrant,1269267,TARRANT COUNTY WATER DISTRICT,"800 E NORTHSIDE DR, FORT WORTH TX, 76102",0 N RAYNER ST,FORT WORTH,,100,C1C,Commercial
Tarrant,1270400,ORTIZ PROPERTY MGT LLC,"5511 CROWLEY ST, FORT WORTH TX, 76114",713 W DIVISION ST,ARLINGTON,,99094,F1,Commercial
Tarrant,1270419,ORTIZ PROPERTY MGT LLC,"5511 CROWLEY ST, FORT WORTH TX, 76114",717 W DIVISION ST,ARLINGTON,,697950,F1,Commercial
Tarrant,1270427,FEARE DONALD D,"5115 BROWN LN, FORT WORTH TX, 76140",721 W DIVISION ST,ARLINGTON,,285907,F1,Commercial
Tarrant,1270559,WILSON EDNA EARLE,"4920 CAROL CT, FORT WORTH TX, 76180",801 W DIVISION ST,ARLINGTON,,42998,F1,Commercial
Tarrant,1270567,WILSON EDNA EARLE,"4920 CAROL CT, FORT WORTH TX, 76180",801 W DIVISION ST,ARLINGTON,,137718,F1,Commercial
Tarrant,1270575,ALLEN DEBORAH J,"2506 WESTCHESTER DR, ARLINGTON TX, 76015",809 W DIVISION ST,ARLINGTON,,35100,F1,Commercial
Tarrant,1270583,ALLEN DEBORAH J,"2506 WESTCHESTER DR, ARLINGTON TX, 76015",811 W DIVISION ST,ARLINGTON,,375840,F1,Commercial
Tarrant,1270591,ISMAIL ABDULHKIM,"2944 CRYSTAL WAY, GRAND PRAIRIE TX, 75052",813 W DIVISION ST,ARLINGTON,,158760,F1,Commercial
Tarrant,1270605,ISMAIL ABDULHKIM,"8116 SHOSHONI DR, ARLINGTON TX, 76002",817 W DIVISION ST,ARLINGTON,,98876,F1,Commercial
Tarrant,1270699,AHMAD & SAWSAN ITANI ITANI,"901 W DIVISION ST, ARLINGTON TX, 76012",901 W DIVISION ST,ARLINGTON,,127575,F1,Commercial
Tarrant,1270702,KIANI HAMID and ANSARI RAMIN,"922 W DIVISION ST, ARLINGTON TX, 76012",909 W DIVISION ST,ARLINGTON,,216762,F1,Commercial
Tarrant,1270710,CEDAR SUNSET LLC,"929 W DIVISION ST, ARLINGTON TX, 76012",917 W DIVISION ST,ARLINGTON,,35100,F1,Commercial
Tarrant,1270729,CEDAR SUNSET LLC,"929 W DIVISION ST, ARLINGTON TX, 76012",929 W DIVISION ST,ARLINGTON,,438551,F1,Commercial
Tarrant,1270737,W & L ENTERPRISES LTD,"6404 HARTMAN RD, FOREST HILL TX, 76119",931 W DIVISION ST,ARLINGTON,,317000,F1,Commercial
Tarrant,1271253,ARLINGTON CITY OF,"PO BOX 90231, ARLINGTON TX, 76004",700  BOWIE ST,ARLINGTON,,11962,X,Commercial
Tarrant,1271830,ARLINGTON CITY OF,"PO BOX 90231, ARLINGTON TX, 76004",701  BOWIE ST,ARLINGTON,,1201,X,Commercial
Tarrant,1274023,WARNER ALAN/HULEN CB LLC,"3481 S HILLS AVE, FORT WORTH TX, 76109",4500  CAMP BOWIE BLVD,FORT WORTH,,1274790,BC,Commercial
Tarrant,1274031,BRACE AVENUE APARTMENTS LLC,"PO BOX 1, AMARILLO TX, 79105",4501  CAMP BOWIE BLVD,FORT WORTH,,1272240,F1,Commercial
Tarrant,1274732,FORT WORTH,"200 TEXAS ST, FORT WORTH TX, 76102",1908  CARLETON AVE,FORT WORTH,,348031,F1,Commercial
Tarrant,1275488,TEXAS GIRLS CHOIR,"4449 CAMP BOWIE BLVD, FORT WORTH TX, 76107",4412  CAMP BOWIE BLVD,FORT WORTH,,265291,F1,Commercial
Tarrant,1275666,TEXAS GIRLS CHOIR,"4449 CAMP BOWIE BLVD, FORT WORTH TX, 76107",4409  CAMP BOWIE BLVD,FORT WORTH,,378477,F1,Commercial
Tarrant,1275674,TEXAS GIRLS CHOIR,"4449 CAMP BOWIE BLVD, FORT WORTH TX, 76107",4421  CAMP BOWIE BLVD,FORT WORTH,,174330,F1,Commercial
Tarrant,1275925,TEXAS GIRLS CHOIR,"4449 CAMP BOWIE BLVD, FORT WORTH TX, 76107",1909  CARLETON AVE,FORT WORTH,,262014,F1,Commercial
Tarrant,1275933,TEXAS GIRLS CHOIR,"4449 CAMP BOWIE BLVD, FORT WORTH TX, 76107",4449  CAMP BOWIE BLVD,FORT WORTH,,2547056,F1,Commercial
Tarrant,1276816,TREMONT ON THE BRICKS LLC,"5300 CAMP BOWIE BLVD, FORT WORTH TX, 76107",4301  CAMP BOWIE BLVD,FORT WORTH,,790500,F1,Commercial
Tarrant,1277154,KURESHY FAMILY REVOCABLE TRUST,"1801 ASHLAND AVE, FORT WORTH TX, 76107",1805  ASHLAND AVE,FORT WORTH,,110422,F1,Commercial
Tarrant,1277162,KURESHY FAMILY REVOCABLE TRUST,"1801 ASHLAND AVE, FORT WORTH TX, 76107",1801  ASHLAND AVE,FORT WORTH,,194329,F1,Commercial
Tarrant,1277170,BALCH INTERVENTIONAL PAIN & WELLNESS CENTER PLLC,"4319 CAMP BOWIE BLVD, FORT WORTH TX, 76107",4319  CAMP BOWIE BLVD,FORT WORTH,,645000,F1,Commercial
Tarrant,1277510,ARLINGTON HEIGHTS UNITED METH,"4200 CAMP BOWIE BLVD, FORT WORTH TX, 76107",1608  HILLCREST ST,FORT WORTH,,748686,C2C,Commercial
Tarrant,1277634,INTERBANK,"4255 CAMP BOWIE BLVD, FORT WORTH TX, 76107",4251  CAMP BOWIE BLVD,FORT WORTH,,529335,F1,Commercial
Tarrant,1277758,RHR DEVELOPMENT SERVICES LLC,"5448 NORTHCREST DR, FORT WORTH TX, 76107",1807  TREMONT AVE,FORT WORTH,,338533,F1,Commercial
Tarrant,1277766,INTERBANK,"4255 CAMP BOWIE BLVD, FORT WORTH TX, 76107",4255  CAMP BOWIE BLVD,FORT WORTH,,242950,F1,Commercial
Tarrant,1277774,INTERBANK,"4255 CAMP BOWIE BLVD, FORT WORTH TX, 76107",4255  CAMP BOWIE BLVD,FORT WORTH,,3100115,F1,Commercial
Tarrant,1278835,CITY OF FORT WORTH,"200 TEXAS ST, FORT WORTH TX, 76102",4201  LAFAYETTE AVE,FORT WORTH,,468000,C1C,Commercial
Tarrant,1279017,PENTALPHA PROPERTIES LTD,"1520 SHADY OAKS LN, FORT WORTH TX, 76107",4201  CAMP BOWIE BLVD,FORT WORTH,,624700,F1,Commercial
Tarrant,1279262,CHILDRESS MARK,"4609 PALENCIA DR, FORT WORTH TX, 76126",4215  CAMP BOWIE BLVD,FORT WORTH,,899538,F1,Commercial
Tarrant,1279297,BARTLETT DAVID R,"4105 CAMP BOWIE BLVD, FORT WORTH TX, 76107",4109  CAMP BOWIE BLVD,FORT WORTH,,2403076,F1,Commercial
Tarrant,1279610,MARGOL JOYCE,"400 N SAINT PAUL STE 600, DALLAS TX, 75201",1703  THOMAS PL,FORT WORTH,,144375,F1,Commercial
Tarrant,1279629,MARGOL JOYCE,"400 N SAINT PAUL STE 600, DALLAS TX, 75201",4119  CAMP BOWIE BLVD,FORT WORTH,,741000,F1,Commercial
Tarrant,1279831,CITY OF FORT WORTH,"200 TEXAS ST, FORT WORTH TX, 76102",4201  LAFAYETTE AVE,FORT WORTH,,675940,F1,Commercial
Tarrant,1279858,FORT WORTH ISD,"100 N UNIVERSITY DR STE 300, FORT WORTH TX, 76107",2100  CLOVER LN,FORT WORTH,,11335120,F1,Commercial
Tarrant,1279874,CORNERSTONE INTERNATIONAL CHURCH OF ASSEMBLY OF GOD,"311 MAGNOLIA ST, ARLINGTON TX, 76012",311  MAGNOLIA ST,ARLINGTON,,463252,F1,Commercial
Tarrant,1280090,AK & Y ENTERPRISES INC,"624 N WATSON RD, ARLINGTON TX, 76011",1005 W DIVISION ST,ARLINGTON,,229500,F1,Commercial
Tarrant,1280104,JULIAN & J EDUARDO VIERA,"3201 THORNBIRD LN, ARLINGTON TX, 76001",1023 W DIVISION ST,ARLINGTON,,124538,F1,Commercial
Tarrant,1280139,OM 9 LLC,"1003 W DIVISION ST, ARLINGTON TX, 76012",306  MAGNOLIA ST,ARLINGTON,,711000,F1,Commercial
Tarrant,1280546,TXED SOLUTIONS LLC,"5917 DRY CREEK LN, ARLINGTON TX, 76017",503  ORANGE ST,ARLINGTON,,174635,F1,Commercial
Tarrant,1281844,SMITHFIELD LAND COMPANY,"416 MCKOWN DR, MANSFIELD TX, 76063",416  MCKOWN DR,MANSFIELD,,8625,C1C,Commercial
Tarrant,1285238,TEG KING LLC,"705 BAYLISS ST SUITE 100, MIDLAND MI, 48640",1300 E DALLAS ST,MANSFIELD,,6094804,BC,Commercial
Tarrant,1285343,JAMES R & VALERIE MANTOS,"604 S WISTERIA ST, MANSFIELD TX, 76063",604 S WISTERIA ST,MANSFIELD,,676632,F1,Commercial
Tarrant,1285378,UTOPIA IMAGE GROUP LLC,"8100 ROSE CREEK CT, BURLESON TX, 76028",500 S WISTERIA ST,MANSFIELD,,1037400,F1,Commercial
Tarrant,1285386,UDEDEEP & GURJIT SIDHU SINGH,"2805 SAINT MARIA DR, MANSFIELD TX, 76063",468 S WISTERIA ST,MANSFIELD,,166816,C2C,Commercial
Tarrant,1285424,VE REALTY HOLDING LLC,"2110 GRAND VIEW CT, CEDAR HILL TX, 75104",1300  FT WORTH ST,MANSFIELD,,2567600,F2,Commercial
Tarrant,1285459,VE REALTY HOLDING LLC,"2110 GRAND VIEW CT, CEDAR HILL TX, 75104",1250  FT WORTH ST,MANSFIELD,,243936,F1,Commercial
Tarrant,1286412,MANSFIELD PUBLIC FACILITY CORPORATION,"1200 E BROAD ST, MANSFIELD TX, 76063",1304 E BROAD ST,MANSFIELD,,309472,C1C,Commercial
Tarrant,1286420,RICHESON GROUP LLC THE,"PO BOX 1299, GRAHAM TX, 76450",1014 E BROAD ST,MANSFIELD,,313110,F1,Commercial
Tarrant,1286447,CHUKMA PROPERTIES LLC,"3000 RACE ST #100, FORT WORTH TX, 76111",1016 E BROAD ST,MANSFIELD,,400000,F1,Commercial
Tarrant,1286455,WOOLDRIDGE FAMILY LIMITED PARTNERSHIP,"2509 VISTA RIDGE DR, MANSFIELD TX, 76063",1022 E BROAD ST,MANSFIELD,,647000,F1,Commercial
Tarrant,1286609,RSMK PROPERTIES LLC,"1301 E DALLAS RD, MANSFIELD TX, 76063",1301 E DALLAS ST,MANSFIELD,,1612400,F2,Commercial
Tarrant,1286625,RSMK PROPERTIES LLC,"1301 E DALLAS RD, MANSFIELD TX, 76063",1301 E DALLAS ST,MANSFIELD,,2320000,F2,Commercial
Tarrant,1286676,CLOVERSSEN LLC,"360 E 1ST ST # 643, TUSTIN CA, 92780",1500 E DALLAS ST,MANSFIELD,,3146000,F2,Commercial
Tarrant,1286730,MANSFIELD PARK FAC DEV CORP,"1200 E BROAD ST, MANSFIELD TX, 76063",400 N WISTERIA ST,MANSFIELD,,62073,F1,Commercial
Tarrant,1286803,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",336 N WISTERIA ST,MANSFIELD,,,C1C,Commercial
Tarrant,1286811,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",334 N WISTERIA ST,MANSFIELD,,,C1C,Commercial
Tarrant,1286838,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",332 N WISTERIA ST,MANSFIELD,,,C1C,Commercial
Tarrant,1286846,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",330 N WISTERIA ST,MANSFIELD,,,C1C,Commercial
Tarrant,1286854,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",328 N WISTERIA ST,MANSFIELD,,,C1C,Commercial
Tarrant,1286862,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",326 N WISTERIA ST,MANSFIELD,,,C1C,Commercial
Tarrant,1286870,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",324 N WISTERIA ST,MANSFIELD,,,C1C,Commercial
Tarrant,1286889,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",322 N WISTERIA ST,MANSFIELD,,,C1C,Commercial
Tarrant,1286897,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",320 N WISTERIA ST,MANSFIELD,,,C1C,Commercial
Tarrant,1286900,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",318 N WISTERIA ST,MANSFIELD,,,C1C,Commercial
Tarrant,1286919,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",316 N WISTERIA ST,MANSFIELD,,,C1C,Commercial
Tarrant,1286927,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",314 N WISTERIA ST,MANSFIELD,,,C1C,Commercial
Tarrant,1286935,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",312 N WISTERIA ST,MANSFIELD,,,C1C,Commercial
Tarrant,1286943,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",310 N WISTERIA ST,MANSFIELD,,,C1C,Commercial
Tarrant,1286951,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",308 N WISTERIA ST,MANSFIELD,,,C1C,Commercial
Tarrant,1286978,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",306 N WISTERIA ST,MANSFIELD,,,C1C,Commercial
Tarrant,1286986,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",304 N WISTERIA ST,MANSFIELD,,,C1C,Commercial
Tarrant,1287168,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",1099  PALM CT,MANSFIELD,,,C1C,Commercial
Tarrant,1287176,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",1095  PALM CT,MANSFIELD,,,C1C,Commercial
Tarrant,1287184,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",1097  PALM CT,MANSFIELD,,,C1C,Commercial
Tarrant,1287192,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",1097  PALM CT,MANSFIELD,,,C1C,Commercial
Tarrant,1288628,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",400 N WISTERIA ST,MANSFIELD,,3235,C1C,Commercial
Tarrant,1288636,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",400 N WISTERIA ST,MANSFIELD,,3687,C1C,Commercial
Tarrant,1288644,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",400 N WISTERIA ST,MANSFIELD,,3141,C1C,Commercial
Tarrant,1288652,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",400 N WISTERIA ST,MANSFIELD,,3417,C1C,Commercial
Tarrant,1288660,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",400 N WISTERIA ST,MANSFIELD,,2982,C1C,Commercial
Tarrant,1288679,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",400 N WISTERIA ST,MANSFIELD,,3023,C1C,Commercial
Tarrant,1288687,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",400 N WISTERIA ST,MANSFIELD,,3139,C1C,Commercial
Tarrant,1288695,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",400 N WISTERIA ST,MANSFIELD,,3309,C1C,Commercial
Tarrant,1288709,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",400 N WISTERIA ST,MANSFIELD,,3204,C1C,Commercial
Tarrant,1288717,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",400 N WISTERIA ST,MANSFIELD,,3410,C1C,Commercial
Tarrant,1288725,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",400 N WISTERIA ST,MANSFIELD,,2968,C1C,Commercial
Tarrant,1288733,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",400 N WISTERIA ST,MANSFIELD,,3061,C1C,Commercial
Tarrant,1288741,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",400 N WISTERIA ST,MANSFIELD,,3268,C1C,Commercial
Tarrant,1288911,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",400 N WISTERIA ST,MANSFIELD,,3058,C1C,Commercial
Tarrant,1288938,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",400 N WISTERIA ST,MANSFIELD,,3032,C1C,Commercial
Tarrant,1288946,CITY OF MANSFIELD,"1200 E BROAD ST, MANSFIELD TX, 76063",400 N WISTERIA ST,MANSFIELD,,3137,C1C,Commercial
Tarrant,1288962,KARIM & NAVID INC,"1901 E PARK ROW DR, ARLINGTON TX, 76010",1901 E PARK ROW DR,ARLINGTON,,302000,F1,Commercial
Tarrant,1289578,NORTHSIDE INVESTMENTS LLC,"1301 NEW YORK AVE, ARLINGTON TX, 76010",1301  NEW YORK AVE,ARLINGTON,,321337,F1,Commercial
Tarrant,1289667,HILLCREST CHURCH OF CHRIST TR,"1401 HILLCREST DR, ARLINGTON TX, 76010",1401  HILLCREST DR,ARLINGTON,,1259990,F1,Commercial
Tarrant,1289845,HILLCREST CHURCH OF CHRIST,"1401 HILLCREST DR, ARLINGTON TX, 76010",2001 E PARK ROW DR,ARLINGTON,,36690,F1,Commercial
Tarrant,1297198,CHURCHILL PROPERTIES LLC,"3500 W LOOP 820 S, FORT WORTH TX, 76116",301 S MAIN ST,FORT WORTH,,270000,F1,Commercial
Tarrant,1297228,CHURCHILL PROPERTIES LLC,"3500 W LOOP 820 S, FORT WORTH TX, 76116",219 S MAIN ST,FORT WORTH,,926643,F1,Commercial
Tarrant,1297236,SOMA DISTRICT DEVELOPERS LLC,"125 S MAIN, FORT WORTH TX, 76104",200  BRYAN AVE,FORT WORTH,,620000,C1C,Commercial
Tarrant,1297244,IVEY JONES II LLC,"PO BOX 11331, FORT WORTH TX, 76110",207 S MAIN ST,FORT WORTH,,1276614,F1,Commercial
Tarrant,1297252,CHURCHILL PROPERTIES LLC,"3500 W LOOP 820 S, FORT WORTH TX, 76116",215 S MAIN ST,FORT WORTH,,487600,F1,Commercial
Tarrant,1297260,SOMA DISTRICT DEVELOPERS LLC,"125 S MAIN, FORT WORTH TX, 76104",218  BRYAN AVE,FORT WORTH,,270000,C1C,Commercial
Tarrant,1297279,1501 RIDGECREST PARTNERSHIP,"767 N HILL ST 304, LOS ANGELES CA, 90012",321 S MAIN ST,FORT WORTH,,3525000,F1,Commercial
Tarrant,1297287,1501 RIDGECREST PARTNERSHIP,"767 N HILL ST 304, LOS ANGELES CA, 90012",316  BRYAN AVE,FORT WORTH,,434230,C2C,Commercial
Tarrant,1297295,1501 RIDGECREST PARTNERSHIP,"767 N HILL ST 304, LOS ANGELES CA, 90012",318  BRYAN AVE,FORT WORTH,,3950000,F1,Commercial
Tarrant,1297333,IVEY JONES II LLC,"PO BOX 11331, FORT WORTH TX, 76110",201 S MAIN ST,FORT WORTH,,1543386,F1,Commercial
Tarrant,1302345,HEYDARIAN BRUCE and HEIDARIAN ASADOLLAH,"PO BOX 59103, DALLAS TX, 75229",100 W RANDOL MILL RD,ARLINGTON,,73770,C1C,Commercial
Tarrant,1302353,ARLINGTON CITY OF,"PO BOX 90231, ARLINGTON TX, 76004",102 W RANDOL MILL RD,ARLINGTON,,8288,X,Commercial
Tarrant,1302361,HEYDARIAN BRUCE and HEIDARIAN ASADOLLAH,"PO BOX 59103, DALLAS TX, 75229",102 W RANDOL MILL RD,ARLINGTON,,45540,C1C,Commercial
Tarrant,1302388,HEYDARIAN BRUCE and HEIDARIAN ASADOLLAH,"PO BOX 59103, DALLAS TX, 75229",104 W RANDOL MILL RD,ARLINGTON,,45540,C1C,Commercial
Tarrant,1302396,HEYDARIAN BRUCE and HEIDARIAN ASADOLLAH,"PO BOX 59103, DALLAS TX, 75229",106 W RANDOL MILL RD,ARLINGTON,,45540,C1C,Commercial
Tarrant,1302418,HEYDARIAN BRUCE and HEIDARIAN ASADOLLAH,"PO BOX 59103, DALLAS TX, 75229",108 W RANDOL MILL RD,ARLINGTON,,45540,C1C,Commercial
Tarrant,1303155,MT MORIAH MISSIONARY BAPT CH,"1401 MEADOWLANE TERR, FORT WORTH TX, 76112",1401  MEADOW LANE TERR,FORT WORTH,,2265628,F1,Commercial
Tarrant,1303392,Y M C A,"540 LAMAR ST, FORT WORTH TX, 76102",1500  SANDY LN,FORT WORTH,,4223424,F1,Commercial
Tarrant,1306529,CROW E D FAMILY PRTNSHP LTD,"PO BOX 150231, FORT WORTH TX, 76108",757 N LAS VEGAS TR,WHITE SETTLEMENT,,327900,F1,Commercial
Tarrant,1306774,HWY 67 DEALERSHIP JV,"2909 COLE AVE STE 210, DALLAS TX, 75204",1515 E ABRAM ST,ARLINGTON,,1671753,F1,Commercial
Tarrant,1306812,K.I.D.S HUMPTY DUMPTY ACADEMY LLC,"1601 E ABRAM ST, ARLINGTON TX, 76010",1601 E ABRAM ST,ARLINGTON,,401072,F2,Commercial
Tarrant,1306820,SOUTHWEST REGION CONFERENCE ASSN OF SEVENTH-DAY ADVENTISTS,"2215 LANARK AVE, DALLAS TX, 75203",133  LUTTRELL ST,ARLINGTON,,311728,F1,Commercial
Tarrant,1306901,SCOTT JANELLE B,"103 S MESQUITE ST STE D, ARLINGTON TX, 76010",1605 E ABRAM ST,ARLINGTON,,954000,F1,Commercial
Tarrant,1306952,LANE SUPPLY INC,"120 FAIRVIEW ST, ARLINGTON TX, 76010",108  FAIRVIEW ST,ARLINGTON,,129101,F1,Commercial
Tarrant,1306995,BSL INC,"2012 E RANDOL MILL RD STE 208, ARLINGTON TX, 76011",1717 E ABRAM ST,ARLINGTON,,420000,F1,Commercial
Tarrant,1307010,BIESEL WILLIAM H ETAL,"2012 E RANDOL MILL RD STE 208, ARLINGTON TX, 76011",122  STADIUM DR,ARLINGTON,,26573,C1C,Commercial
Tarrant,1307029,BSL INC,"2012 E RANDOL MILL RD STE 208, ARLINGTON TX, 76011",118  STADIUM DR,ARLINGTON,,24631,C1C,Commercial
Tarrant,1307037,BSL INC,"2012 E RANDOL MILL RD STE 208, ARLINGTON TX, 76011",114  STADIUM DR,ARLINGTON,,21942,C1C,Commercial
Tarrant,1307045,BSL INC,"2012 E RANDOL MILL RD STE 208, ARLINGTON TX, 76011",110  STADIUM DR,ARLINGTON,,14226,C1C,Commercial
Tarrant,1307053,BSL INC,"2012 E RANDOL MILL RD STE 208, ARLINGTON TX, 76011",109  FAIRVIEW ST,ARLINGTON,,650000,F1,Commercial
Tarrant,1307061,BSL INC,"2012 E RANDOL MILL RD STE 208, ARLINGTON TX, 76011",115  FAIRVIEW ST,ARLINGTON,,485000,F1,Commercial
Tarrant,1307088,BIESEL WILLIAM H ETAL,"2012 E RANDOL MILL RD STE 208, ARLINGTON TX, 76011",119  FAIRVIEW ST,ARLINGTON,,650000,F1,Commercial
Tarrant,1307096,BSL INC,"2012 E RANDOL MILL RD STE 208, ARLINGTON TX, 76011",123  FAIRVIEW ST,ARLINGTON,,33736,F1,Commercial
Tarrant,1307118,ARLINGTON CITY OF,"PO BOX 90231, ARLINGTON TX, 76004",108  STADIUM DR,ARLINGTON,,126086,C1C,Commercial
Tarrant,1307126,ABBAS E & YASMIN HABIB,"1711 E ABRAM ST, ARLINGTON TX, 76010",1711 E ABRAM ST,ARLINGTON,,168685,F1,Commercial
Tarrant,1307134,SCOTT JANELLE B,"103 S MESQUITE ST STE D, ARLINGTON TX, 76010",1701 E ABRAM ST,ARLINGTON,,135206,F1,Commercial
Tarrant,1307142,LINDSEY J S ETAL,"136 BROWNING DR, ARLINGTON TX, 76010",136  BROWNING DR,ARLINGTON,,148841,F1,Commercial
Tarrant,1307150,GARY & DONNA SODD,"PO BOX 477, ARLINGTON TX, 76004",137  FAIRVIEW ST,ARLINGTON,,638491,F1,Commercial
Tarrant,1307169,LANE SUPPLY INC,"120 FAIRVIEW ST, ARLINGTON TX, 76010",129  FAIRVIEW ST,ARLINGTON,,23625,C2C,Commercial
Tarrant,1307177,LANE SUPPLY INC,"120 FAIRVIEW ST, ARLINGTON TX, 76010",127  FAIRVIEW ST,ARLINGTON,,23625,C2C,Commercial
Tarrant,1308513,RELIANT ENTERPRISES LLC,"515 W MAIN ST STE 104, ALLEN TX, 75013",4100  RUFE SNOW DR,NORTH RICHLAND HILLS,,524800,F1,Commercial
Tarrant,1309188,NORTH RICHLAND HILLS CITY OF,"PO BOX 820609, NORTH RICHLAND HILLS TX, 76182",4101  MORGAN CIR,NORTH RICHLAND HILLS,,919980,F1,Commercial
Tarrant,1309536,COLUMBUS CLUB OF FORT WORTH,"3809 YUCCA AVE, FORT WORTH TX, 76111",3809  YUCCA AVE,FORT WORTH,,507000,F1,Commercial
Tarrant,1309587,DEAN MARGARET,"3803 CAMP BOWIE BLVD, FORT WORTH TX, 76107",3801  CAMP BOWIE BLVD,FORT WORTH,,760000,F1,Commercial
Tarrant,1309617,K AND D INTEGRITY HOLDINGS LLC,"12655 N CENTRAL EXPWY STE 1014, DALLAS TX, 75243",3821  CAMP BOWIE BLVD,FORT WORTH,,1100988,F1,Commercial
Tarrant,1309625,HCCO CAMP BOWIE LLC,"3825 CAMP BOWIE BLVD, FORT WORTH TX, 76107",3825  CAMP BOWIE BLVD,FORT WORTH,,1082400,F1,Commercial
Tarrant,1309641,SJN INVESTMENTS LLC,"3833 CAMP BOWIE BLVD, FORT WORTH TX, 76133",3833  CAMP BOWIE BLVD,FORT WORTH,,476517,F1,Commercial
Tarrant,1309668,CASLEW REAL ESTATE LLC,"503 ALTA DR, FORT WORTH TX, 76107",3851  CAMP BOWIE BLVD,FORT WORTH,,561434,F1,Commercial
